cve,securitypatchlevel,reference,type,severity,aospversion,securitycomponent,component,other
CVE-2016-2842,2016-08-01,A-29060514,N/A,None*,"4.4.4, 5.0.2, 5.1.1",information-disclosure-vulnerability-in-openssl,N/A,"Updated Nexus devices=All Nexus Date reported=Mar 29, 2016"
CVE-2016-3834,2016-08-01,[A-28466701](https://android.googlesource.com/platform/frameworks/av/+/1f24c730ab6ca5aff1e3137b340b8aeaeda4bdbc),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",information-disclosure-vulnerability-in-camera-apis,N/A,"Updated Nexus devices=All Nexus Date reported=Apr 28, 2016"
CVE-2016-3835,2016-08-01,[A-28920116](https://android.googlesource.com/platform/hardware/qcom/media/+/7558d03e6498e970b761aa44fff6b2c659202d95),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",information-disclosure-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=All Nexus Date reported=May 23, 2016"
CVE-2016-3836,2016-08-01,[A-28592402](https://android.googlesource.com/platform/frameworks/native/+/3bcf0caa8cca9143443814b36676b3bae33a4368),N/A,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",information-disclosure-vulnerability-in-surfaceflinger,N/A,"Updated Nexus devices=All Nexus Date reported=May 4, 2016"
CVE-2016-3837,2016-08-01,[A-28164077](https://android.googlesource.com/platform/frameworks/opt/net/wifi/+/a209ff12ba9617c10550678ff93d01fb72a33399),N/A,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",information-disclosure-vulnerability-in-wi-fi,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3838,2016-08-01,[A-28761672](https://android.googlesource.com/platform/frameworks/base/+/468651c86a8adb7aa56c708d2348e99022088af3),N/A,Moderate,"6.0, 6.0.1",denial-of-service-vulnerability-in-system-ui,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3839,2016-08-01,[A-28885210](https://android.googlesource.com/platform/system/bt/+/472271b153c5dc53c28beac55480a8d8434b2d5c),N/A,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",denial-of-service-vulnerability-in-bluetooth,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2014-9902,2016-08-05,A-28668638 [QC-CR#553937](https://us.codeaurora.org/cgit/quic/la//platform/vendor/qcom-opensource/wlan/prima/commit/?id=3b1c44a3a7129dc25abe2c23543f6f66c59e8f50) [QC-CR#553941](https://us.codeaurora.org/cgit/quic/la//platform/vendor/qcom-opensource/wlan/prima/commit/?id=3b1c44a3a7129dc25abe2c23543f6f66c59e8f50),N/A,Critical,N/A,remote-code-execution-vulnerability-in-qualcomm-wi-fi-driver,N/A,"Updated Nexus devices=Nexus 7 (2013) Date reported=Mar 31, 2014"
CVE-2016-3840,2016-08-05,[A-28751153](https://android.googlesource.com/platform/external/conscrypt/+/5af5e93463f4333187e7e35f3bd2b846654aa214),N/A,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",remote-code-execution-vulnerability-in-conscrypt,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2014-9863,2016-08-05,A-28768146 [QC-CR#549470](https://us.codeaurora.org/cgit/quic/la/kernel/msm-3.10/commit/?id=75eac48a48562f819f50eeff8369b296d89102d7),N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Apr 30, 2014"
CVE-2014-9864,2016-08-05,A-28747998 [QC-CR#561841](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=a1124defc680055e2f2a8c8e3da4a94ca2ec842e),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Mar 27, 2014"
CVE-2014-9865,2016-08-05,A-28748271 [QC-CR#550013](https://us.codeaurora.org/cgit/quic/la/kernel/msm-3.10/commit/?id=e65a876a155de945e306f2726f3a557415e6044e),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Mar 27, 2014"
CVE-2014-9866,2016-08-05,A-28747684 [QC-CR#511358](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=8e6daae70422ad35146a87700e6634a747d1ff5d),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Mar 31, 2014"
CVE-2014-9867,2016-08-05,A-28749629 [QC-CR#514702](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=322c518689a7f820165ca4c5d6b750b02ac34665),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Mar 31, 2014"
CVE-2014-9868,2016-08-05,A-28749721 [QC-CR#511976](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=1f274b74c00187ba1c379971503f51944148b22f),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Mar 31, 2014"
CVE-2014-9869,2016-08-05,A-28749728 [QC-CR#514711](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=8d1f7531ff379befc129a6447642061e87562bca) [2](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=7a26934e4196b4aa61944081989189d59b108768),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Mar 31, 2014"
CVE-2014-9870,2016-08-05,A-28749743 [QC-CR#561044](https://us.codeaurora.org/cgit/quic/la//kernel/msm/commit/?id=4f57652fcd2dce7741f1ac6dc0417e2f265cd1de),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Mar 31, 2014"
CVE-2014-9871,2016-08-05,A-28749803 [QC-CR#514717](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=f615e40c706708f74cd826d5b19c63025f54c041),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Mar 31, 2014"
CVE-2014-9872,2016-08-05,A-28750155 [QC-CR#590721](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=fc787ebd71fa231cc7dd2a0d5f2208da0527096a),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5 Date reported=Mar 31, 2014"
CVE-2014-9873,2016-08-05,A-28750726 [QC-CR#556860](https://us.codeaurora.org/cgit/quic/la//kernel/msm/commit/?id=ef29ae1d40536fef7fb95e4d5bb5b6b57bdf9420),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Mar 31, 2014"
CVE-2014-9874,2016-08-05,A-28751152 [QC-CR#563086](https://us.codeaurora.org/cgit/quic/la//kernel/msm/commit/?id=56ff68b1f93eaf22e5e0284648fd862dc08c9236),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6P, Nexus 7 (2013) Date reported=Mar 31, 2014"
CVE-2014-9875,2016-08-05,A-28767589 [QC-CR#483310](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=b77c694b88a994d077316c157168c710696f8805),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 7 (2013) Date reported=Apr 30, 2014"
CVE-2014-9876,2016-08-05,A-28767796 [QC-CR#483408](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=7efd393ca08ac74b2e3d2639b0ad77da139e9139),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 7 (2013) Date reported=Apr 30, 2014"
CVE-2014-9877,2016-08-05,A-28768281 [QC-CR#547231](https://us.codeaurora.org/cgit/quic/la/kernel/msm-3.10/commit/?id=f0c0112a6189747a3f24f20210157f9974477e03),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Apr 30, 2014"
CVE-2014-9878,2016-08-05,A-28769208 [QC-CR#547479](https://us.codeaurora.org/cgit/quic/la/kernel/msm-3.10/commit/?id=96a62c1de93a44e6ca69514411baf4b3d67f6dee),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5 Date reported=Apr 30, 2014"
CVE-2014-9879,2016-08-05,A-28769221 [QC-CR#524490](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=ecc8116e1befb3a764109f47ba0389434ddabbe4),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5 Date reported=Apr 30, 2014"
CVE-2014-9880,2016-08-05,A-28769352 [QC-CR#556356](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=f2a3f5e63e15e97a66e8f5a300457378bcb89d9c),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 7 (2013) Date reported=Apr 30, 2014"
CVE-2014-9881,2016-08-05,A-28769368 [QC-CR#539008](https://us.codeaurora.org/cgit/quic/la/kernel/msm-3.10/commit/?id=ba3f404a10b3bb7e9c20440837df3cd35c5d0c4b),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 7 (2013) Date reported=Apr 30, 2014"
CVE-2014-9882,2016-08-05,A-28769546 [QC-CR#552329](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=3a4ebaac557a9e3fbcbab4561650abac8298a4d9) [2](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=0f6afe815b1b3f920f3502be654c848bdfe5ef38),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 7 (2013) Date reported=Apr 30, 2014"
CVE-2014-9883,2016-08-05,A-28769912 [QC-CR#565160](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=cbf79a67348e48557c0d0bb9bc58391b3f84bc46),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Apr 30, 2014"
CVE-2014-9884,2016-08-05,A-28769920 [QC-CR#580740](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=f4948193c46f75e16d4382c4472485ab12b7bd17),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Apr 30, 2014"
CVE-2014-9885,2016-08-05,A-28769959 [QC-CR#562261](https://us.codeaurora.org/cgit/quic/la/kernel/msm-3.10/commit/?id=a1d5a4cbd5aa8656bc23b40c7cc43941e10f89c3),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5 Date reported=Apr 30, 2014"
CVE-2014-9886,2016-08-05,A-28815575 [QC-CR#555030](https://us.codeaurora.org/cgit/quic/la/kernel/msm-3.10/commit/?id=80be0e249c906704085d13d4ae446f73913fc225),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Apr 30, 2014"
CVE-2014-9887,2016-08-05,A-28804057 [QC-CR#636633](https://us.codeaurora.org/cgit/quic/la//kernel/msm-3.10/commit/?id=b1bc773cf61265e0e3871b2e52bd6b3270ffc6c3),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Jul 3, 2014"
CVE-2014-9888,2016-08-05,A-28803642 [QC-CR#642735](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=f044936caab337a4384fbfe64a4cbae33c7e22a1),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Aug 29, 2014"
CVE-2014-9889,2016-08-05,A-28803645 [QC-CR#674712](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit?id=f4e2f2d4ef58c88340774099dff3324ec8baa24a),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5 Date reported=Oct 31, 2014"
CVE-2015-8937,2016-08-05,A-28803962 [QC-CR#770548](https://us.codeaurora.org/cgit/quic/la//kernel/msm-3.10/commit/?id=c66202b9288cc4ab1c38f7c928fa1005c285c170),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 6, Nexus 7 (2013) Date reported=Mar 31, 2015"
CVE-2015-8938,2016-08-05,A-28804030 [QC-CR#766022](https://us.codeaurora.org/cgit/quic/la//kernel/msm-3.10/commit/?id=51c39420e3a49d1a7f05a77c64369b7623088238),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 6 Date reported=Mar 31, 2015"
CVE-2015-8939,2016-08-05,A-28398884 [QC-CR#779021](https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?id=884cff808385788fa620833c7e2160a4b98a21da),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 7 (2013) Date reported=Apr 30, 2015"
CVE-2015-8940,2016-08-05,A-28813987 [QC-CR#792367](https://us.codeaurora.org/cgit/quic/la//kernel/msm-3.10/commit/?id=e13ebd727d161db7003be6756e61283dce85fa3b),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 6 Date reported=Apr 30, 2015"
CVE-2015-8941,2016-08-05,A-28814502 [QC-CR#792473](https://us.codeaurora.org/cgit/quic/la//kernel/msm-3.10/commit/?id=d4d4d1dd626b21e68e78395bab3382c1eb04877f),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 6, Nexus 7 (2013) Date reported=May 29, 2015"
CVE-2015-8942,2016-08-05,A-28814652 [QC-CR#803246](https://us.codeaurora.org/cgit/quic/la//kernel/msm-3.10/commit/?id=9ec380c06bbd79493828fcc3c876d8a53fd3369f),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 6 Date reported=Jun 30, 2015"
CVE-2015-8943,2016-08-05,A-28815158 [QC-CR#794217](https://us.codeaurora.org/cgit/quic/la//kernel/msm/commit/?id=ad376e4053b87bd58f62f45b6df2c5544bc21aee) [QC-CR#836226](https://us.codeaurora.org/cgit/quic/la//kernel/msm/commit/?id=ad376e4053b87bd58f62f45b6df2c5544bc21aee),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5 Date reported=Sep 11, 2015"
CVE-2014-9891,2016-08-05,A-28749283 [QC-CR#550061](https://us.codeaurora.org/cgit/quic/la/kernel/msm-3.10/commit/?id=c10f03f191307f7114af89933f2d91b830150094),N/A,Moderate,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5 Date reported=Mar 13, 2014"
CVE-2014-9890,2016-08-05,A-28770207 [QC-CR#529177](https://us.codeaurora.org/cgit/quic/la//kernel/msm-3.10/commit/?id=14e0c8614d2715589583d8a95e33c422d110eb6f),N/A,Moderate,N/A,elevation-of-privilege-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Jun 2, 2014"
CVE-2015-2686,2016-08-05,A-28759139 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=4de930efc23b92ddf88ce91c405ee645fe6e27ea),N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-kernel-networking-component,N/A,"Updated Nexus devices=All Nexus Date reported=Mar 23, 2015"
CVE-2016-3841,2016-08-05,A-28746669 [Upstream kernel](https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=45f6fad84cc305103b28d73482b344d7f5b76f39),N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-kernel-networking-component,N/A,"Updated Nexus devices=All Nexus Date reported=Dec   3, 2015"
CVE-2016-2504,2016-08-05,A-28026365,N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-qualcomm-gpu-driver,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 7 (2013) Date reported=Apr 5, 2016"
CVE-2016-3842,2016-08-05,A-28377352,N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-qualcomm-gpu-driver,N/A,"Updated Nexus devices=Nexus 5X, Nexus 6, Nexus 6P Date reported=Apr 25, 2016"
CVE-2016-3843,2016-08-05,A-28086229*,N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-qualcomm-performance-component,N/A,"Updated Nexus devices=Nexus 5X, Nexus 6P Date reported=Apr 7, 2016"
CVE-2016-3857,2016-08-05,A-28522518*,N/A,Critical,N/A,elevation-of-privilege-vulnerability-in-kernel,N/A,"Updated Nexus devices=Nexus 7 (2013) Date reported=May 2, 2016"
CVE-2015-1593,2016-08-05,A-29577822 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=4e7c22d447bb6d7e37bfe39ff658486ae78e8d77),N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-memory-system,N/A,"Updated Nexus devices=Nexus Player Date reported=Feb 13, 2015"
CVE-2016-3672,2016-08-05,A-28763575 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=8b8addf891de8a00e4d39fc32f93f7c5eb8feceb),N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-memory-system,N/A,"Updated Nexus devices=Nexus Player Date reported=Mar 25, 2016"
CVE-2016-2544,2016-08-05,A-28695438 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=3567eb6af614dac436c4b16a8d426f9faed639b3),N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-sound-component,N/A,"Updated Nexus devices=All Nexus Date reported=Jan 19, 2016"
CVE-2016-2546,2016-08-05,A-28694392 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=af368027a49a751d6ff4ee9e3f9961f35bb4fede),N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-sound-component,N/A,"Updated Nexus devices=Pixel C Date reported=Jan 19, 2016"
CVE-2014-9904,2016-08-05,A-28592007 [Upstream kernel](https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=6217e5ede23285ddfee10d2e4ba0cc2d4c046205),N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-sound-component,N/A,"Updated Nexus devices=Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player Date reported=May 4, 2016"
CVE-2012-6701,2016-08-05,A-28939037 [Upstream kernel](http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=a70b52ec1aaeaf60f4739edb1b422827cb6f3893),N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-file-system,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Mar 2, 2016"
CVE-2016-3844,2016-08-05,A-28299517*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-mediaserver,N/A,"Updated Nexus devices=Nexus 9, Pixel C Date reported=Apr 19, 2016"
CVE-2016-3845,2016-08-05,A-28399876*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-kernel-video-driver,N/A,"Updated Nexus devices=Nexus 5 Date reported=Apr 20, 2016"
CVE-2016-3846,2016-08-05,A-28817378*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-serial-peripheral-interface-driver,N/A,"Updated Nexus devices=Nexus 5X, Nexus 6P Date reported=May 17, 2016"
CVE-2016-3847,2016-08-05,A-28871433*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-nvidia-media-driver,N/A,"Updated Nexus devices=Nexus 9 Date reported=May 19, 2016"
CVE-2016-3848,2016-08-05,A-28919417*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-nvidia-media-driver,N/A,"Updated Nexus devices=Nexus 9 Date reported=May 19, 2016"
CVE-2016-3849,2016-08-05,A-28939740,N/A,High,N/A,elevation-of-privilege-vulnerability-in-ion-driver,N/A,"Updated Nexus devices=Pixel C Date reported=May 24, 2016"
CVE-2016-3850,2016-08-05,A-27917291 [QC-CR#945164](https://source.codeaurora.org/quic/la/kernel/lk/commit/?id=030371d45a9dcda4d0cc3c76647e753a1cc1b782),N/A,High,N/A,elevation-of-privilege-vulnerability-in-qualcomm-bootloader,N/A,"Updated Nexus devices=Nexus 5, Nexus 5X, Nexus 6P, Nexus 7 (2013) Date reported=Mar 28, 2016"
CVE-2016-3843,2016-08-05,A-29119870*,N/A,High,"6.0, 6.1",elevation-of-privilege-vulnerability-in-kernel-performance,N/A,Updated Nexus devices=All Nexus Date reported=Google internal
CVE-2016-3851,2016-08-05,A-29189941*,N/A,High,N/A,elevation-of-privilege-vulnerability-in-lg-electronics-bootloader,N/A,Updated Nexus devices=Nexus 5X Date reported=Google internal
CVE-2014-9892,2016-08-05,A-28770164 [QC-CR#568717](https://us.codeaurora.org/cgit/quic/la//kernel/msm-3.10/commit/?id=591b1f455c32206704cbcf426bb30911c260c33e),N/A,High,N/A,information-disclosure-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5, Nexus 7 (2013) Date reported=Jun 2, 2014"
CVE-2015-8944,2016-08-05,A-28814213 [QC-CR#786116](https://us.codeaurora.org/cgit/quic/la//kernel/msm-3.10/commit/?id=e758417e7c31b975c862aa55d0ceef28f3cc9104),N/A,High,N/A,information-disclosure-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 6, Nexus 7 (2013) Date reported=Apr 30, 2015"
CVE-2014-9893,2016-08-05,A-28747914 [QC-CR#542223](https://us.codeaurora.org/cgit/quic/la/kernel/msm-3.10/commit/?id=bfc6eee5e30a0c20bc37495233506f4f0cc4991d),N/A,Moderate,N/A,information-disclosure-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 5 Date reported=Mar 27, 2014"
CVE-2014-9894,2016-08-05,A-28749708 [QC-CR#545736](https://us.codeaurora.org/cgit/quic/la/kernel/msm-3.10/commit/?id=83214431cd02674c70402b160b16b7427e28737f),N/A,Moderate,N/A,information-disclosure-vulnerability-in-qualcomm-components,N/A,"Updated Nexus devices=Nexus 7 (2013) Date reported=Mar 31, 2014"
